components,difference,q
585704,247900,0.450000
982934,397230,0.500000
1588219,605285,0.550000
2339169,750950,0.600000
3185248,846079,0.650000
4096485,911237,0.700000
5046334,949849,0.750000
6019996,973662,0.800000
7003299,983303,0.850000
7998313,995014,0.900000
8996911,998598,0.950000
9997156,1000245,1.000000
1,1,0.000000
71,70,0.050000
1101,1030,0.100000
5471,4370,0.150000
17340,11869,0.200000
44086,26746,0.250000
95102,51016,0.300000
186573,91471,0.350000
338602,152029,0.400000
586033,247431,0.450000
984569,398536,0.500000
1585633,601064,0.550000
2339483,753850,0.600000
3189087,849604,0.650000
4094712,905625,0.700000
5042955,948243,0.750000
6019646,976691,0.800000
7002873,983227,0.850000
7997054,994181,0.900000
8999350,1002296,0.950000
9997156,997806,1.000000
1,1,0.000000
94,93,0.050000
1127,1033,0.100000
5418,4291,0.150000
17586,12168,0.200000
44029,26443,0.250000
95034,51005,0.300000
186810,91776,0.350000
338627,151817,0.400000
585853,247226,0.450000
983663,397810,0.500000
1586621,602958,0.550000
2338385,751764,0.600000
3186212,847827,0.650000
4095244,909032,0.700000
5046919,951675,0.750000
6016441,969522,0.800000
7003296,986855,0.850000
7999711,996415,0.900000
8997975,998264,0.950000
9997156,999181,1.000000
1,1,0.000000
65,64,0.050000
1107,1042,0.100000
5360,4253,0.150000
17386,12026,0.200000
43802,26416,0.250000
95441,51639,0.300000
186275,90834,0.350000
338314,152039,0.400000
586033,247719,0.450000
983768,397735,0.500000
1588675,604907,0.550000
2339533,750858,0.600000
3189249,849716,0.650000
4100585,911336,0.700000
5043875,943290,0.750000
6016824,972949,0.800000
7003736,986912,0.850000
7999302,995566,0.900000
8999302,1000000,0.950000
9997156,997854,1.000000
1,1,0.000000
75,74,0.050000
1096,1021,0.100000
5519,4423,0.150000
17397,11878,0.200000
44262,26865,0.250000
94747,50485,0.300000
186446,91699,0.350000
339048,152602,0.400000
586005,246957,0.450000
982535,396530,0.500000
1587562,605027,0.550000
2339244,751682,0.600000
3188873,849629,0.650000
4099806,910933,0.700000
5042481,942675,0.750000
6017130,974649,0.800000
7005069,987939,0.850000
7999618,994549,0.900000
8998928,999310,0.950000
9997156,998228,1.000000
1,1,0.000000
68,67,0.050000
1084,1016,0.100000
5369,4285,0.150000
17229,11860,0.200000
44097,26868,0.250000
95468,51371,0.300000
186115,90647,0.350000
339348,153233,0.400000
585865,246517,0.450000
982939,397074,0.500000
1584024,601085,0.550000
2342408,758384,0.600000
3189464,847056,0.650000
4096135,906671,0.700000
5043863,947728,0.750000
6019639,975776,0.800000
7006234,986595,0.850000
8000581,994347,0.900000
8999300,998719,0.950000
9997156,997856,1.000000
1,1,0.000000
83,82,0.050000
1070,987,0.100000
5344,4274,0.150000
17261,11917,0.200000
43881,26620,0.250000
95942,52061,0.300000
186609,90667,0.350000
337873,151264,0.400000
585696,247823,0.450000
983763,398067,0.500000
1585557,601794,0.550000
2336184,750627,0.600000
3188523,852339,0.650000
4093531,905008,0.700000
5044190,950659,0.750000
6017016,972826,0.800000
7002903,985887,0.850000
7998285,995382,0.900000
8998036,999751,0.950000
9997156,999120,1.000000
1,1,0.000000
77,76,0.050000
1028,951,0.100000
5361,4333,0.150000
17489,12128,0.200000
43846,26357,0.250000
94968,51122,0.300000
186218,91250,0.350000
338807,152589,0.400000
587156,248349,0.450000
981561,394405,0.500000
1588581,607020,0.550000
2337496,748915,0.600000
3187554,850058,0.650000
4096083,908529,0.700000
5043509,947426,0.750000
6018279,974770,0.800000
7005423,987144,0.850000
8000141,994718,0.900000
8998866,998725,0.950000
9997156,998290,1.000000
1,1,0.000000
76,75,0.050000
1074,998,0.100000
5388,4314,0.150000
17666,12278,0.200000
44180,26514,0.250000
95443,51263,0.300000
186038,90595,0.350000
338437,152399,0.400000
586488,248051,0.450000
983384,396896,0.500000
1586726,603342,0.550000
2336789,750063,0.600000
3187257,850468,0.650000
4098158,910901,0.700000
5046932,948774,0.750000
6018274,971342,0.800000
7007735,989461,0.850000
7998886,991151,0.900000
8996676,997790,0.950000
9997156,1000480,1.000000
1,1,0.000000
78,77,0.050000
1100,1022,0.100000
5489,4389,0.150000
17462,11973,0.200000
44254,26792,0.250000
95408,51154,0.300000
186081,90673,0.350000
337942,151861,0.400000
585779,247837,0.450000
983914,398135,0.500000
1586301,602387,0.550000
2339809,753508,0.600000
3187239,847430,0.650000
4097364,910125,0.700000
5044748,947384,0.750000
6018491,973743,0.800000
7004162,985671,0.850000
8001137,996975,0.900000
8997332,996195,0.950000
9997156,999824,1.000000
1,1,0.000000
93,92,0.050000
1048,955,0.100000
5434,4386,0.150000
17435,12001,0.200000
44419,26984,0.250000
95594,51175,0.300000
186180,90586,0.350000
338999,152819,0.400000
584797,245798,0.450000
984986,400189,0.500000
1587566,602580,0.550000
2339899,752333,0.600000
3185564,845665,0.650000
4093673,908109,0.700000
5047177,953504,0.750000
6017160,969983,0.800000
7004472,987312,0.850000
7998540,994068,0.900000
8998845,1000305,0.950000
9997156,998311,1.000000
1,1,0.000000
84,83,0.050000
1099,1015,0.100000
5487,4388,0.150000
17503,12016,0.200000
44176,26673,0.250000
95111,50935,0.300000
186012,90901,0.350000
338858,152846,0.400000
585745,246887,0.450000
983356,397611,0.500000
1586280,602924,0.550000
2340519,754239,0.600000
3185881,845362,0.650000
4091854,905973,0.700000
5045695,953841,0.750000
6016283,970588,0.800000
7005351,989068,0.850000
8001367,996016,0.900000
8997944,996577,0.950000
9997156,999212,1.000000
1,1,0.000000
72,71,0.050000
1053,981,0.100000
5296,4243,0.150000
17499,12203,0.200000
43717,26218,0.250000
94805,51088,0.300000
185468,90663,0.350000
338993,153525,0.400000
585790,246797,0.450000
982713,396923,0.500000
1589907,607194,0.550000
2340294,750387,0.600000
3190122,849828,0.650000
4094300,904178,0.700000
5046857,952557,0.750000
6016109,969252,0.800000
7004794,988685,0.850000
7999456,994662,0.900000
8997551,998095,0.950000
9997156,999605,1.000000
1,1,0.000000
66,65,0.050000
1064,998,0.100000
5457,4393,0.150000
17374,11917,0.200000
43657,26283,0.250000
95367,51710,0.300000
186366,90999,0.350000
336923,150557,0.400000
588244,251321,0.450000
982723,394479,0.500000
1587527,604804,0.550000
2340940,753413,0.600000
3186247,845307,0.650000
4093506,907259,0.700000
5044012,950506,0.750000
6019758,975746,0.800000
7005553,985795,0.850000
7999885,994332,0.900000
8998545,998660,0.950000
9997156,998611,1.000000
1,1,0.000000
77,76,0.050000
1093,1016,0.100000
5382,4289,0.150000
17602,12220,0.200000
43674,26072,0.250000
95677,52003,0.300000
186231,90554,0.350000
339792,153561,0.400000
586585,246793,0.450000
981498,394913,0.500000
1588702,607204,0.550000
2339093,750391,0.600000
3186754,847661,0.650000
4095592,908838,0.700000
5043329,947737,0.750000
6019541,976212,0.800000
7004764,985223,0.850000
8000905,996141,0.900000
8998648,997743,0.950000
9997156,998508,1.000000
1,1,0.000000
75,74,0.050000
1057,982,0.100000
5429,4372,0.150000
17295,11866,0.200000
43772,26477,0.250000
94783,51011,0.300000
186731,91948,0.350000
338734,152003,0.400000
586638,247904,0.450000
983521,396883,0.500000
1586530,603009,0.550000
2339652,753122,0.600000
3187474,847822,0.650000
4097876,910402,0.700000
5042281,944405,0.750000
6013599,971318,0.800000
7005578,991979,0.850000
8001229,995651,0.900000
8997210,995981,0.950000
9997156,999946,1.000000
1,1,0.000000
69,68,0.050000
1098,1029,0.100000
5407,4309,0.150000
17143,11736,0.200000
43904,26761,0.250000
94865,50961,0.300000
187125,92260,0.350000
338906,151781,0.400000
586161,247255,0.450000
985502,399341,0.500000
1587355,601853,0.550000
2340480,753125,0.600000
3184428,843948,0.650000
4097095,912667,0.700000
5043436,946341,0.750000
6016161,972725,0.800000
7001498,985337,0.850000
8000334,998836,0.900000
8999249,998915,0.950000
9997156,997907,1.000000
1,1,0.000000
80,79,0.050000
1047,967,0.100000
5380,4333,0.150000
17481,12101,0.200000
43971,26490,0.250000
95096,51125,0.300000
185893,90797,0.350000
338079,152186,0.400000
588646,250567,0.450000
982452,393806,0.500000
1588083,605631,0.550000
2340852,752769,0.600000
3188808,847956,0.650000
4097008,908200,0.700000
5044053,947045,0.750000
6020254,976201,0.800000
7004480,984226,0.850000
7998876,994396,0.900000
8997729,998853,0.950000
9997156,999427,1.000000
1,1,0.000000
87,86,0.050000
1080,993,0.100000
5354,4274,0.150000
17247,11893,0.200000
43989,26742,0.250000
95073,51084,0.300000
186099,91026,0.350000
338799,152700,0.400000
587544,248745,0.450000
983511,395967,0.500000
1585252,601741,0.550000
2341674,756422,0.600000
3185162,843488,0.650000
4096836,911674,0.700000
5042219,945383,0.750000
6013582,971363,0.800000
7002172,988590,0.850000
8001191,999019,0.900000
8996817,995626,0.950000
9997156,1000339,1.000000
1,1,0.000000
80,79,0.050000
1101,1021,0.100000
5340,4239,0.150000
17345,12005,0.200000
43929,26584,0.250000
95360,51431,0.300000
185356,89996,0.350000
338774,153418,0.400000
586082,247308,0.450000
982043,395961,0.500000
1589420,607377,0.550000
2341259,751839,0.600000
3186303,845044,0.650000
4095184,908881,0.700000
5043296,948112,0.750000
6016952,973656,0.800000
7004047,987095,0.850000
8000030,995983,0.900000
8998335,998305,0.950000
9997156,998821,1.000000
1,1,0.000000
70,69,0.050000
1101,1031,0.100000
5487,4386,0.150000
17319,11832,0.200000
43858,26539,0.250000
94687,50829,0.300000
186340,91653,0.350000
337830,151490,0.400000
587160,249330,0.450000
984712,397552,0.500000
1585617,600905,0.550000
2338521,752904,0.600000
3186730,848209,0.650000
4094622,907892,0.700000
5046883,952261,0.750000
6017588,970705,0.800000
7004812,987224,0.850000
7998532,993720,0.900000
8997444,998912,0.950000
9997156,999712,1.000000
1,1,0.000000
82,81,0.050000
1094,1012,0.100000
5408,4314,0.150000
17565,12157,0.200000
44248,26683,0.250000
95061,50813,0.300000
185441,90380,0.350000
338555,153114,0.400000
587510,248955,0.450000
983964,396454,0.500000
1587128,603164,0.550000
2342920,755792,0.600000
3187129,844209,0.650000
4096793,909664,0.700000
5042770,945977,0.750000
6017614,974844,0.800000
7004111,986497,0.850000
7997625,993514,0.900000
8998099,1000474,0.950000
9997156,999057,1.000000
1,1,0.000000
83,82,0.050000
1114,1031,0.100000
5456,4342,0.150000
17291,11835,0.200000
44239,26948,0.250000
95058,50819,0.300000
186051,90993,0.350000
339720,153669,0.400000
586485,246765,0.450000
984883,398398,0.500000
1587567,602684,0.550000
2341657,754090,0.600000
3188184,846527,0.650000
4093622,905438,0.700000
5045151,951529,0.750000
6018574,973423,0.800000
7004429,985855,0.850000
7999816,995387,0.900000
8998210,998394,0.950000
9997156,998946,1.000000
1,1,0.000000
78,77,0.050000
1076,998,0.100000
5557,4481,0.150000
17390,11833,0.200000
43745,26355,0.250000
95256,51511,0.300000
187337,92081,0.350000
339732,152395,0.400000
585993,246261,0.450000
984362,398369,0.500000
1588741,604379,0.550000
2342255,753514,0.600000
3185337,843082,0.650000
4100177,914840,0.700000
5041501,941324,0.750000
6015528,974027,0.800000
7006035,990507,0.850000
7998538,992503,0.900000
8998886,1000348,0.950000
9997156,998270,1.000000
1,1,0.000000
91,90,0.050000
1039,948,0.100000
5621,4582,0.150000
17505,11884,0.200000
44154,26649,0.250000
95274,51120,0.300000
185415,90141,0.350000
339678,154263,0.400000
586575,246897,0.450000
980018,393443,0.500000
1587840,607822,0.550000
2338162,750322,0.600000
3184279,846117,0.650000
4096390,912111,0.700000
5044970,948580,0.750000
6016559,971589,0.800000
7004000,987441,0.850000
8000368,996368,0.900000
8998416,998048,0.950000
9997156,998740,1.000000
1,1,0.000000
83,82,0.050000
1107,1024,0.100000
5412,4305,0.150000
17432,12020,0.200000
43857,26425,0.250000
95707,51850,0.300000
186233,90526,0.350000
338481,152248,0.400000
586843,248362,0.450000
983620,396777,0.500000
1586137,602517,0.550000
2338885,752748,0.600000
3185676,846791,0.650000
4096717,911041,0.700000
5040496,943779,0.750000
6017476,976980,0.800000
7004690,987214,0.850000
7999150,994460,0.900000
8997587,998437,0.950000
9997156,999569,1.000000
1,1,0.000000
66,65,0.050000
1059,993,0.100000
5476,4417,0.150000
17390,11914,0.200000
44006,26616,0.250000
95163,51157,0.300000
186318,91155,0.350000
339011,152693,0.400000
585627,246616,0.450000
982621,396994,0.500000
1585475,602854,0.550000
2340986,755511,0.600000
3187468,846482,0.650000
4096495,909027,0.700000
5044118,947623,0.750000
6018417,974299,0.800000
7004564,986147,0.850000
7997948,993384,0.900000
8997423,999475,0.950000
9997156,999733,1.000000
1,1,0.000000
69,68,0.050000
1062,993,0.100000
5464,4402,0.150000
17304,11840,0.200000
44061,26757,0.250000
94990,50929,0.300000
185735,90745,0.350000
337297,151562,0.400000
585659,248362,0.450000
983157,397498,0.500000
1587555,604398,0.550000
2340399,752844,0.600000
3185168,844769,0.650000
4098892,913724,0.700000
5043773,944881,0.750000
6016717,972944,0.800000
7005822,989105,0.850000
8001443,995621,0.900000
8999993,998550,0.950000
9997156,997163,1.000000
1,1,0.000000
56,55,0.050000
1049,993,0.100000
5280,4231,0.150000
17342,12062,0.200000
43859,26517,0.250000
95177,51318,0.300000
185651,90474,0.350000
338857,153206,0.400000
586811,247954,0.450000
982539,395728,0.500000
1587705,605166,0.550000
2338283,750578,0.600000
3188652,850369,0.650000
4096466,907814,0.700000
5044785,948319,0.750000
6016137,971352,0.800000
7003617,987480,0.850000
7998315,994698,0.900000
8998281,999966,0.950000
9997156,998875,1.000000
1,1,0.000000
74,73,0.050000
1069,995,0.100000
5411,4342,0.150000
17312,11901,0.200000
43927,26615,0.250000
95139,51212,0.300000
185975,90836,0.350000
339116,153141,0.400000
585499,246383,0.450000
984761,399262,0.500000
1588491,603730,0.550000
2335807,747316,0.600000
3185644,849837,0.650000
4093050,907406,0.700000
5043331,950281,0.750000
6018644,975313,0.800000
7005960,987316,0.850000
7999966,994006,0.900000
8995333,995367,0.950000
9997156,1001823,1.000000
1,1,0.000000
72,71,0.050000
1046,974,0.100000
5397,4351,0.150000
17471,12074,0.200000
44030,26559,0.250000
95279,51249,0.300000
185255,89976,0.350000
339294,154039,0.400000
587017,247723,0.450000
984782,397765,0.500000
1589043,604261,0.550000
2338314,749271,0.600000
3186642,848328,0.650000
4095644,909002,0.700000
5042375,946731,0.750000
6015974,973599,0.800000
7002380,986406,0.850000
7998061,995681,0.900000
8997859,999798,0.950000
9997156,999297,1.000000
1,1,0.000000
69,68,0.050000
1049,980,0.100000
5411,4362,0.150000
17503,12092,0.200000
43788,26285,0.250000
95338,51550,0.300000
185782,90444,0.350000
338731,152949,0.400000
585662,246931,0.450000
985743,400081,0.500000
1583418,597675,0.550000
2337720,754302,0.600000
3186285,848565,0.650000
4094072,907787,0.700000
5045008,950936,0.750000
6018146,973138,0.800000
7005581,987435,0.850000
7999406,993825,0.900000
8999466,1000060,0.950000
9997156,997690,1.000000
1,1,0.000000
87,86,0.050000
1081,994,0.100000
5344,4263,0.150000
17486,12142,0.200000
43976,26490,0.250000
94786,50810,0.300000
186381,91595,0.350000
339061,152680,0.400000
587619,248558,0.450000
981481,393862,0.500000
1586931,605450,0.550000
2339110,752179,0.600000
3186933,847823,0.650000
4096417,909484,0.700000
5042983,946566,0.750000
6017303,974320,0.800000
7004583,987280,0.850000
8000932,996349,0.900000
8999530,998598,0.950000
9997156,997626,1.000000
1,1,0.000000
77,76,0.050000
1105,1028,0.100000
5417,4312,0.150000
17310,11893,0.200000
43631,26321,0.250000
95020,51389,0.300000
185892,90872,0.350000
338585,152693,0.400000
584654,246069,0.450000
984952,400298,0.500000
1588029,603077,0.550000
2343044,755015,0.600000
3187027,843983,0.650000
4093138,906111,0.700000
5047496,954358,0.750000
6019873,972377,0.800000
7005904,986031,0.850000
7997904,992000,0.900000
8999129,1001225,0.950000
9997156,998027,1.000000
1,1,0.000000
85,84,0.050000
1041,956,0.100000
5426,4385,0.150000
17101,11675,0.200000
43914,26813,0.250000
94803,50889,0.300000
186103,91300,0.350000
339021,152918,0.400000
586459,247438,0.450000
985226,398767,0.500000
1583519,598293,0.550000
2340619,757100,0.600000
3188260,847641,0.650000
4095958,907698,0.700000
5041515,945557,0.750000
6016494,974979,0.800000
7005499,989005,0.850000
7999278,993779,0.900000
9000186,1000908,0.950000
9997156,996970,1.000000
