components,difference,q
9826,9826,0.000000
9826,0,0.050000
9826,0,0.100000
9830,4,0.150000
9830,0,0.200000
9828,-2,0.250000
9829,1,0.300000
9831,2,0.350000
9829,-2,0.400000
9831,2,0.450000
9830,-1,0.500000
9835,5,0.550000
9834,-1,0.600000
9835,1,0.650000
9839,4,0.700000
9844,5,0.750000
9841,-3,0.800000
9854,13,0.850000
9863,9,0.900000
9884,21,0.950000
10000,116,1.000000
9814,9814,0.000000
9814,0,0.050000
9816,2,0.100000
9818,2,0.150000
9824,6,0.200000
9817,-7,0.250000
9816,-1,0.300000
9821,5,0.350000
9826,5,0.400000
9824,-2,0.450000
9829,5,0.500000
9824,-5,0.550000
9836,12,0.600000
9832,-4,0.650000
9838,6,0.700000
9837,-1,0.750000
9844,7,0.800000
9848,4,0.850000
9863,15,0.900000
9884,21,0.950000
10000,116,1.000000
9848,9848,0.000000
9849,1,0.050000
9849,0,0.100000
9851,2,0.150000
9855,4,0.200000
9851,-4,0.250000
9854,3,0.300000
9854,0,0.350000
9857,3,0.400000
9858,1,0.450000
9859,1,0.500000
9865,6,0.550000
9862,-3,0.600000
9867,5,0.650000
9868,1,0.700000
9869,1,0.750000
9878,9,0.800000
9884,6,0.850000
9894,10,0.900000
9911,17,0.950000
10000,89,1.000000
9843,9843,0.000000
9843,0,0.050000
9843,0,0.100000
9843,0,0.150000
9843,0,0.200000
9844,1,0.250000
9844,0,0.300000
9843,-1,0.350000
9845,2,0.400000
9844,-1,0.450000
9848,4,0.500000
9851,3,0.550000
9847,-4,0.600000
9849,2,0.650000
9856,7,0.700000
9855,-1,0.750000
9856,1,0.800000
9866,10,0.850000
9866,0,0.900000
9886,20,0.950000
10000,114,1.000000
9830,9830,0.000000
9830,0,0.050000
9830,0,0.100000
9830,0,0.150000
9831,1,0.200000
9831,0,0.250000
9832,1,0.300000
9833,1,0.350000
9833,0,0.400000
9831,-2,0.450000
9833,2,0.500000
9837,4,0.550000
9837,0,0.600000
9837,0,0.650000
9845,8,0.700000
9836,-9,0.750000
9846,10,0.800000
9854,8,0.850000
9863,9,0.900000
9886,23,0.950000
10000,114,1.000000
9831,9831,0.000000
9831,0,0.050000
9831,0,0.100000
9833,2,0.150000
9833,0,0.200000
9836,3,0.250000
9832,-4,0.300000
9834,2,0.350000
9832,-2,0.400000
9835,3,0.450000
9839,4,0.500000
9839,0,0.550000
9840,1,0.600000
9836,-4,0.650000
9843,7,0.700000
9842,-1,0.750000
9847,5,0.800000
9858,11,0.850000
9863,5,0.900000
9884,21,0.950000
10000,116,1.000000
9828,9828,0.000000
9829,1,0.050000
9828,-1,0.100000
9830,2,0.150000
9828,-2,0.200000
9830,2,0.250000
9829,-1,0.300000
9831,2,0.350000
9829,-2,0.400000
9834,5,0.450000
9834,0,0.500000
9834,0,0.550000
9836,2,0.600000
9840,4,0.650000
9840,0,0.700000
9841,1,0.750000
9844,3,0.800000
9849,5,0.850000
9858,9,0.900000
9870,12,0.950000
10000,130,1.000000
9796,9796,0.000000
9796,0,0.050000
9797,1,0.100000
9798,1,0.150000
9799,1,0.200000
9798,-1,0.250000
9802,4,0.300000
9806,4,0.350000
9804,-2,0.400000
9802,-2,0.450000
9810,8,0.500000
9809,-1,0.550000
9808,-1,0.600000
9813,5,0.650000
9815,2,0.700000
9823,8,0.750000
9822,-1,0.800000
9833,11,0.850000
9851,18,0.900000
9867,16,0.950000
10000,133,1.000000
9846,9846,0.000000
9846,0,0.050000
9847,1,0.100000
9846,-1,0.150000
9848,2,0.200000
9848,0,0.250000
9850,2,0.300000
9851,1,0.350000
9851,0,0.400000
9853,2,0.450000
9855,2,0.500000
9855,0,0.550000
9855,0,0.600000
9859,4,0.650000
9863,4,0.700000
9860,-3,0.750000
9872,12,0.800000
9873,1,0.850000
9888,15,0.900000
9912,24,0.950000
10000,88,1.000000
9820,9820,0.000000
9821,1,0.050000
9820,-1,0.100000
9821,1,0.150000
9821,0,0.200000
9823,2,0.250000
9821,-2,0.300000
9821,0,0.350000
9822,1,0.400000
9825,3,0.450000
9826,1,0.500000
9829,3,0.550000
9827,-2,0.600000
9826,-1,0.650000
9828,2,0.700000
9835,7,0.750000
9839,4,0.800000
9843,4,0.850000
9848,5,0.900000
