components,difference,q
99848,99848,0.000000
99848,0,0.050000
99848,0,0.100000
99848,0,0.150000
99848,0,0.200000
99849,1,0.250000
99849,0,0.300000
99848,-1,0.350000
99849,1,0.400000
99848,-1,0.450000
99848,0,0.500000
99851,3,0.550000
99850,-1,0.600000
99852,2,0.650000
99856,4,0.700000
99855,-1,0.750000
99859,4,0.800000
99858,-1,0.850000
99872,14,0.900000
99892,20,0.950000
100000,108,1.000000
99824,99824,0.000000
99824,0,0.050000
99824,0,0.100000
99826,2,0.150000
99825,-1,0.200000
99825,0,0.250000
99825,0,0.300000
99826,1,0.350000
99827,1,0.400000
99828,1,0.450000
99830,2,0.500000
99832,2,0.550000
99833,1,0.600000
99838,5,0.650000
99843,5,0.700000
99839,-4,0.750000
99843,4,0.800000
99844,1,0.850000
99862,18,0.900000
99878,16,0.950000
100000,122,1.000000
99811,99811,0.000000
99813,2,0.050000
99815,2,0.100000
99817,2,0.150000
99816,-1,0.200000
99823,7,0.250000
99817,-6,0.300000
99817,0,0.350000
99825,8,0.400000
99826,1,0.450000
99825,-1,0.500000
99824,-1,0.550000
99829,5,0.600000
99834,5,0.650000
99836,2,0.700000
99839,3,0.750000
99840,1,0.800000
99850,10,0.850000
99862,12,0.900000
99897,35,0.950000
100000,103,1.000000
99825,99825,0.000000
99826,1,0.050000
99826,0,0.100000
99826,0,0.150000
99826,0,0.200000
99829,3,0.250000
99828,-1,0.300000
99829,1,0.350000
99827,-2,0.400000
99828,1,0.450000
99835,7,0.500000
99834,-1,0.550000
99835,1,0.600000
99837,2,0.650000
99834,-3,0.700000
99842,8,0.750000
99845,3,0.800000
99858,13,0.850000
99864,6,0.900000
99893,29,0.950000
100000,107,1.000000
99834,99834,0.000000
99835,1,0.050000
99836,1,0.100000
99835,-1,0.150000
99839,4,0.200000
99836,-3,0.250000
99840,4,0.300000
99841,1,0.350000
99838,-3,0.400000
99837,-1,0.450000
99840,3,0.500000
99846,6,0.550000
99842,-4,0.600000
99844,2,0.650000
99848,4,0.700000
99855,7,0.750000
99855,0,0.800000
99856,1,0.850000
99868,12,0.900000
99883,15,0.950000
100000,117,1.000000
99853,99853,0.000000
99853,0,0.050000
99854,1,0.100000
99853,-1,0.150000
99853,0,0.200000
99853,0,0.250000
99858,5,0.300000
99858,0,0.350000
99855,-3,0.400000
99855,0,0.450000
99856,1,0.500000
99857,1,0.550000
99858,1,0.600000
99857,-1,0.650000
99862,5,0.700000
99868,6,0.750000
99866,-2,0.800000
99870,4,0.850000
99885,15,0.900000
99901,16,0.950000
100000,99,1.000000
99829,99829,0.000000
99829,0,0.050000
99829,0,0.100000
99830,1,0.150000
99831,1,0.200000
99832,1,0.250000
99832,0,0.300000
99830,-2,0.350000
99831,1,0.400000
99834,3,0.450000
99833,-1,0.500000
99836,3,0.550000
99832,-4,0.600000
99836,4,0.650000
99843,7,0.700000
99839,-4,0.750000
99840,1,0.800000
99850,10,0.850000
99860,10,0.900000
99882,22,0.950000
100000,118,1.000000
99834,99834,0.000000
99834,0,0.050000
99835,1,0.100000
99835,0,0.150000
99837,2,0.200000
99836,-1,0.250000
99839,3,0.300000
99837,-2,0.350000
99838,1,0.400000
99839,1,0.450000
99839,0,0.500000
99841,2,0.550000
99844,3,0.600000
99845,1,0.650000
99850,5,0.700000
99847,-3,0.750000
99851,4,0.800000
99860,9,0.850000
99861,1,0.900000
99878,17,0.950000
100000,122,1.000000
99816,99816,0.000000
99816,0,0.050000
99816,0,0.100000
99816,0,0.150000
99817,1,0.200000
99816,-1,0.250000
99821,5,0.300000
99818,-3,0.350000
99818,0,0.400000
99820,2,0.450000
99818,-2,0.500000
99819,1,0.550000
99821,2,0.600000
99822,1,0.650000
99825,3,0.700000
99826,1,0.750000
99824,-2,0.800000
99831,7,0.850000
99846,15,0.900000
99853,7,0.950000
100000,147,1.000000
99803,99803,0.000000
99804,1,0.050000
99803,-1,0.100000
99803,0,0.150000
99804,1,0.200000
99805,1,0.250000
99804,-1,0.300000
99806,2,0.350000
99807,1,0.400000
99804,-3,0.450000
99810,6,0.500000
99809,-1,0.550000
99812,3,0.600000
99811,-1,0.650000
99821,10,0.700000
99820,-1,0.750000
99820,0,0.800000
99826,6,0.850000
99836,10,0.900000
99866,30,0.950000
100000,134,1.000000
99832,99832,0.000000
99832,0,0.050000
99833,1,0.100000
99833,0,0.150000
99835,2,0.200000
99835,0,0.250000
99833,-2,0.300000
99839,6,0.350000
99837,-2,0.400000
99836,-1,0.450000
99840,4,0.500000
99840,0,0.550000
99845,5,0.600000
99847,2,0.650000
99846,-1,0.700000
99855,9,0.750000
99851,-4,0.800000
99860,9,0.850000
99865,5,0.900000
99889,24,0.950000
100000,111,1.000000
99839,99839,0.000000
99839,0,0.050000
99841,2,0.100000
99841,0,0.150000
99840,-1,0.200000
99840,0,0.250000
99842,2,0.300000
99840,-2,0.350000
99843,3,0.400000
99843,0,0.450000
99842,-1,0.500000
99848,6,0.550000
99852,4,0.600000
99853,1,0.650000
99847,-6,0.700000
99854,7,0.750000
99861,7,0.800000
99874,13,0.850000
99884,10,0.900000
99910,26,0.950000
