components,difference,q
338025,150746,0.400000
586485,248460,0.450000
983592,397107,0.500000
1589418,605826,0.550000
2339748,750330,0.600000
3187155,847407,0.650000
4096872,909717,0.700000
5046260,949388,0.750000
6017667,971407,0.800000
7004223,986556,0.850000
8000145,995922,0.900000
8998777,998632,0.950000
9998244,999467,1.000000
1,1,0.000000
222,221,0.050000
1345,1123,0.100000
5743,4398,0.150000
17805,12062,0.200000
44659,26854,0.250000
96151,51492,0.300000
186932,90781,0.350000
337810,150878,0.400000
586361,248551,0.450000
984072,397711,0.500000
1589076,605004,0.550000
2338282,749206,0.600000
3190384,852102,0.650000
4096359,905975,0.700000
5041729,945370,0.750000
6019904,978175,0.800000
7006621,986717,0.850000
8001165,994544,0.900000
8998964,997799,0.950000
9998244,999280,1.000000
1,1,0.000000
218,217,0.050000
1277,1059,0.100000
5744,4467,0.150000
17770,12026,0.200000
44294,26524,0.250000
95603,51309,0.300000
186983,91380,0.350000
339003,152020,0.400000
587417,248414,0.450000
984311,396894,0.500000
1588114,603803,0.550000
2342196,754082,0.600000
3190397,848201,0.650000
4094994,904597,0.700000
5044517,949523,0.750000
6017094,972577,0.800000
7003115,986021,0.850000
8001672,998557,0.900000
8998784,997112,0.950000
9998244,999460,1.000000
1,1,0.000000
244,243,0.050000
1302,1058,0.100000
5837,4535,0.150000
17953,12116,0.200000
44370,26417,0.250000
96049,51679,0.300000
186888,90839,0.350000
339299,152411,0.400000
586693,247394,0.450000
981548,394855,0.500000
1581808,600260,0.550000
2340653,758845,0.600000
3183252,842599,0.650000
4094495,911243,0.700000
5044207,949712,0.750000
6019468,975261,0.800000
7002418,982950,0.850000
7998852,996434,0.900000
9001100,1002248,0.950000
9998244,997144,1.000000
1,1,0.000000
232,231,0.050000
1349,1117,0.100000
5794,4445,0.150000
17926,12132,0.200000
44477,26551,0.250000
95163,50686,0.300000
186516,91353,0.350000
339582,153066,0.400000
585644,246062,0.450000
985719,400075,0.500000
1584785,599066,0.550000
2339640,754855,0.600000
3188377,848737,0.650000
4093934,905557,0.700000
5043805,949871,0.750000
6013401,969596,0.800000
7002371,988970,0.850000
8001614,999243,0.900000
8996951,995337,0.950000
9998244,1001293,1.000000
1,1,0.000000
231,230,0.050000
1356,1125,0.100000
5715,4359,0.150000
18014,12299,0.200000
44442,26428,0.250000
95387,50945,0.300000
186106,90719,0.350000
339373,153267,0.400000
587354,247981,0.450000
980533,393179,0.500000
1583588,603055,0.550000
2338422,754834,0.600000
3187627,849205,0.650000
4097587,909960,0.700000
5044986,947399,0.750000
6019372,974386,0.800000
7003461,984089,0.850000
8001646,998185,0.900000
8998987,997341,0.950000
9998244,999257,1.000000
1,1,0.000000
228,227,0.050000
1370,1142,0.100000
5825,4455,0.150000
17952,12127,0.200000
44448,26496,0.250000
95476,51028,0.300000
187440,91964,0.350000
339285,151845,0.400000
586343,247058,0.450000
982691,396348,0.500000
1584885,602194,0.550000
2339374,754489,0.600000
3186491,847117,0.650000
4096475,909984,0.700000
5045881,949406,0.750000
6019068,973187,0.800000
7007230,988162,0.850000
8001479,994249,0.900000
8999703,998224,0.950000
9998244,998541,1.000000
1,1,0.000000
243,242,0.050000
1352,1109,0.100000
5728,4376,0.150000
17798,12070,0.200000
43928,26130,0.250000
95545,51617,0.300000
185918,90373,0.350000
338898,152980,0.400000
586801,247903,0.450000
984419,397618,0.500000
1589659,605240,0.550000
2339183,749524,0.600000
3183016,843833,0.650000
4099899,916883,0.700000
5045406,945507,0.750000
6016858,971452,0.800000
7002937,986079,0.850000
8001197,998260,0.900000
8997988,996791,0.950000
9998244,1000256,1.000000
1,1,0.000000
206,205,0.050000
1385,1179,0.100000
5761,4376,0.150000
17804,12043,0.200000
44854,27050,0.250000
95734,50880,0.300000
186698,90964,0.350000
339845,153147,0.400000
586671,246826,0.450000
980515,393844,0.500000
1588234,607719,0.550000
2339512,751278,0.600000
3185546,846034,0.650000
4093907,908361,0.700000
5041446,947539,0.750000
6017881,976435,0.800000
7004907,987026,0.850000
8003742,998835,0.900000
8998054,994312,0.950000
9998244,1000190,1.000000
1,1,0.000000
216,215,0.050000
1369,1153,0.100000
5797,4428,0.150000
17805,12008,0.200000
44564,26759,0.250000
96049,51485,0.300000
187028,90979,0.350000
337657,150629,0.400000
586691,249034,0.450000
985939,399248,0.500000
1589274,603335,0.550000
2339264,749990,0.600000
3187630,848366,0.650000
4095640,908010,0.700000
5045138,949498,0.750000
6015248,970110,0.800000
7003348,988100,0.850000
7999013,995665,0.900000
8997583,998570,0.950000
9998244,1000661,1.000000
1,1,0.000000
213,212,0.050000
1394,1181,0.100000
5805,4411,0.150000
18069,12264,0.200000
44204,26135,0.250000
95426,51222,0.300000
187073,91647,0.350000
338839,151766,0.400000
587806,248967,0.450000
981474,393668,0.500000
1589847,608373,0.550000
2336126,746279,0.600000
3184945,848819,0.650000
4092832,907887,0.700000
5043926,951094,0.750000
6017772,973846,0.800000
7002829,985057,0.850000
7999987,997158,0.900000
8998451,998464,0.950000
9998244,999793,1.000000
1,1,0.000000
217,216,0.050000
1332,1115,0.100000
5748,4416,0.150000
17891,12143,0.200000
44210,26319,0.250000
96061,51851,0.300000
185989,89928,0.350000
340123,154134,0.400000
587865,247742,0.450000
982695,394830,0.500000
1587156,604461,0.550000
2339209,752053,0.600000
3186764,847555,0.650000
4095198,908434,0.700000
5042766,947568,0.750000
6017982,975216,0.800000
7003405,985423,0.850000
8001561,998156,0.900000
8999422,997861,0.950000
9998244,998822,1.000000
1,1,0.000000
204,203,0.050000
1269,1065,0.100000
5863,4594,0.150000
17903,12040,0.200000
44380,26477,0.250000
95667,51287,0.300000
185781,90114,0.350000
338564,152783,0.400000
585762,247198,0.450000
982063,396301,0.500000
1585847,603784,0.550000
2341752,755905,0.600000
3190105,848353,0.650000
4096457,906352,0.700000
5042433,945976,0.750000
6019464,977031,0.800000
7005938,986474,0.850000
8001888,995950,0.900000
8998111,996223,0.950000
9998244,1000133,1.000000
1,1,0.000000
218,217,0.050000
1361,1143,0.100000
5666,4305,0.150000
18095,12429,0.200000
44545,26450,0.250000
95756,51211,0.300000
186415,90659,0.350000
339103,152688,0.400000
588132,249029,0.450000
984250,396118,0.500000
1588764,604514,0.550000
2336954,748190,0.600000
3185338,848384,0.650000
4098477,913139,0.700000
5045599,947122,0.750000
6015323,969724,0.800000
7004876,989553,0.850000
7998976,994100,0.900000
8999043,1000067,0.950000
9998244,999201,1.000000
1,1,0.000000
238,237,0.050000
1410,1172,0.100000
5669,4259,0.150000
17990,12321,0.200000
44176,26186,0.250000
94866,50690,0.300000
186055,91189,0.350000
339549,153494,0.400000
587868,248319,0.450000
984631,396763,0.500000
1586499,601868,0.550000
2340013,753514,0.600000
3188977,848964,0.650000
4096400,907423,0.700000
5045271,948871,0.750000
6015301,970030,0.800000
7002559,987258,0.850000
8000499,997940,0.900000
8997565,997066,0.950000
9998244,1000679,1.000000
1,1,0.000000
215,214,0.050000
1401,1186,0.100000
5960,4559,0.150000
17847,11887,0.200000
44496,26649,0.250000
95486,50990,0.300000
186540,91054,0.350000
339168,152628,0.400000
586543,247375,0.450000
982086,395543,0.500000
1587782,605696,0.550000
2339081,751299,0.600000
3187867,848786,0.650000
4094679,906812,0.700000
5043760,949081,0.750000
6017990,974230,0.800000
7004764,986774,0.850000
7997228,992464,0.900000
8998283,1001055,0.950000
9998244,999961,1.000000
1,1,0.000000
186,185,0.050000
1384,1198,0.100000
5806,4422,0.150000
17889,12083,0.200000
44391,26502,0.250000
95726,51335,0.300000
186170,90444,0.350000
339713,153543,0.400000
586555,246842,0.450000
983051,396496,0.500000
1589411,606360,0.550000
2338424,749013,0.600000
3187556,849132,0.650000
4094116,906560,0.700000
5044937,950821,0.750000
6019874,974937,0.800000
7003667,983793,0.850000
7999779,996112,0.900000
8998588,998809,0.950000
9998244,999656,1.000000
1,1,0.000000
229,228,0.050000
1376,1147,0.100000
5786,4410,0.150000
17468,11682,0.200000
44837,27369,0.250000
95781,50944,0.300000
186995,91214,0.350000
338545,151550,0.400000
587148,248603,0.450000
982131,394983,0.500000
1586761,604630,0.550000
2337190,750429,0.600000
3189259,852069,0.650000
4096691,907432,0.700000
5048217,951526,0.750000
6017057,968840,0.800000
7006893,989836,0.850000
7999792,992899,0.900000
8999019,999227,0.950000
9998244,999225,1.000000
1,1,0.000000
219,218,0.050000
1365,1146,0.100000
5742,4377,0.150000
17888,12146,0.200000
44274,26386,0.250000
96153,51879,0.300000
186353,90200,0.350000
339372,153019,0.400000
585161,245789,0.450000
984354,399193,0.500000
1589748,605394,0.550000
2340849,751101,0.600000
3187043,846194,0.650000
4094650,907607,0.700000
5042823,948173,0.750000
6018838,976015,0.800000
7006524,987686,0.850000
7998565,992041,0.900000
8997832,999267,0.950000
9998244,1000412,1.000000
1,1,0.000000
218,217,0.050000
1372,1154,0.100000
5810,4438,0.150000
18024,12214,0.200000
44558,26534,0.250000
95738,51180,0.300000
185862,90124,0.350000
338780,152918,0.400000
586763,247983,0.450000
983938,397175,0.500000
1589132,605194,0.550000
2340519,751387,0.600000
3185843,845324,0.650000
4096853,911010,0.700000
5044808,947955,0.750000
6017949,973141,0.800000
7004602,986653,0.850000
7999095,994493,0.900000
8997091,997996,0.950000
9998244,1001153,1.000000
1,1,0.000000
241,240,0.050000
1344,1103,0.100000
5752,4408,0.150000
17942,12190,0.200000
44768,26826,0.250000
96032,51264,0.300000
187318,91286,0.350000
338079,150761,0.400000
586595,248516,0.450000
985225,398630,0.500000
1589104,603879,0.550000
2337429,748325,0.600000
3185652,848223,0.650000
4097156,911504,0.700000
5046235,949079,0.750000
6018299,972064,0.800000
7003972,985673,0.850000
7998915,994943,0.900000
8998869,999954,0.950000
9998244,999375,1.000000
1,1,0.000000
226,225,0.050000
1369,1143,0.100000
5713,4344,0.150000
17967,12254,0.200000
43977,26010,0.250000
95487,51510,0.300000
186688,91201,0.350000
338428,151740,0.400000
585334,246906,0.450000
983640,398306,0.500000
1583934,600294,0.550000
2339238,755304,0.600000
3188769,849531,0.650000
4092547,903778,0.700000
5045245,952698,0.750000
6018651,973406,0.800000
7003185,984534,0.850000
7998827,995642,0.900000
9000457,1001630,0.950000
9998244,997787,1.000000
1,1,0.000000
233,232,0.050000
1348,1115,0.100000
5798,4450,0.150000
17794,11996,0.200000
44594,26800,0.250000
95569,50975,0.300000
186721,91152,0.350000
339079,152358,0.400000
586974,247895,0.450000
983119,396145,0.500000
1586729,603610,0.550000
2338604,751875,0.600000
3185402,846798,0.650000
4094385,908983,0.700000
5046601,952216,0.750000
6017661,971060,0.800000
7004635,986974,0.850000
8000554,995919,0.900000
8998761,998207,0.950000
9998244,999483,1.000000
1,1,0.000000
215,214,0.050000
1318,1103,0.100000
5630,4312,0.150000
18048,12418,0.200000
44087,26039,0.250000
95984,51897,0.300000
186349,90365,0.350000
339116,152767,0.400000
586627,247511,0.450000
981808,395181,0.500000
1588360,606552,0.550000
2339968,751608,0.600000
3188191,848223,0.650000
4100780,912589,0.700000
5043196,942416,0.750000
6017067,973871,0.800000
7005243,988176,0.850000
7999331,994088,0.900000
9000618,1001287,0.950000
9998244,997626,1.000000
1,1,0.000000
232,231,0.050000
1311,1079,0.100000
5653,4342,0.150000
17707,12054,0.200000
44538,26831,0.250000
95472,50934,0.300000
186372,90900,0.350000
338703,152331,0.400000
586054,247351,0.450000
983436,397382,0.500000
1586744,603308,0.550000
2338733,751989,0.600000
3189406,850673,0.650000
4098939,909533,0.700000
5042868,943929,0.750000
6017056,974188,0.800000
7006145,989089,0.850000
8000670,994525,0.900000
8999388,998718,0.950000
9998244,998856,1.000000
1,1,0.000000
218,217,0.050000
1319,1101,0.100000
5744,4425,0.150000
17662,11918,0.200000
44511,26849,0.250000
95704,51193,0.300000
186810,91106,0.350000
339653,152843,0.400000
585515,245862,0.450000
983254,397739,0.500000
1584550,601296,0.550000
2342262,757712,0.600000
3189819,847557,0.650000
4093989,904170,0.700000
5045000,951011,0.750000
6019926,974926,0.800000
7006429,986503,0.850000
8001372,994943,0.900000
8999756,998384,0.950000
9998244,998488,1.000000
1,1,0.000000
247,246,0.050000
1351,1104,0.100000
5899,4548,0.150000
18077,12178,0.200000
44704,26627,0.250000
95185,50481,0.300000
186018,90833,0.350000
339815,153797,0.400000
587697,247882,0.450000
982784,395087,0.500000
1585410,602626,0.550000
2337505,752095,0.600000
3186340,848835,0.650000
4095135,908795,0.700000
5042087,946952,0.750000
6018242,976155,0.800000
7002859,984617,0.850000
8000368,997509,0.900000
8998624,998256,0.950000
9998244,999620,1.000000
1,1,0.000000
215,214,0.050000
1317,1102,0.100000
5644,4327,0.150000
18050,12406,0.200000
44559,26509,0.250000
95606,51047,0.300000
185959,90353,0.350000
339059,153100,0.400000
587289,248230,0.450000
984200,396911,0.500000
1585999,601799,0.550000
2339388,753389,0.600000
3186246,846858,0.650000
4095347,909101,0.700000
5043636,948289,0.750000
6018548,974912,0.800000
7007792,989244,0.850000
7999527,991735,0.900000
8999345,999818,0.950000
9998244,998899,1.000000
1,1,0.000000
218,217,0.050000
1306,1088,0.100000
5708,4402,0.150000
17934,12226,0.200000
44684,26750,0.250000
95786,51102,0.300000
186476,90690,0.350000
338883,152407,0.400000
586237,247354,0.450000
982569,396332,0.500000
1585183,602614,0.550000
2336559,751376,0.600000
3188370,851811,0.650000
4097134,908764,0.700000
5047994,950860,0.750000
6018329,970335,0.800000
7008565,990236,0.850000
7999420,990855,0.900000
8998239,998819,0.950000
9998244,1000005,1.000000
1,1,0.000000
233,232,0.050000
1350,1117,0.100000
5749,4399,0.150000
17932,12183,0.200000
44448,26516,0.250000
95734,51286,0.300000
187339,91605,0.350000
338575,151236,0.400000
586117,247542,0.450000
982747,396630,0.500000
1586653,603906,0.550000
2338210,751557,0.600000
3187136,848926,0.650000
4097811,910675,0.700000
5044711,946900,0.750000
6019095,974384,0.800000
7004468,985373,0.850000
8001497,997029,0.900000
8998497,997000,0.950000
9998244,999747,1.000000
1,1,0.000000
229,228,0.050000
1398,1169,0.100000
5877,4479,0.150000
17850,11973,0.200000
44523,26673,0.250000
96077,51554,0.300000
186280,90203,0.350000
338918,152638,0.400000
586623,247705,0.450000
983116,396493,0.500000
1588828,605712,0.550000
2339184,750356,0.600000
3184053,844869,0.650000
4096808,912755,0.700000
5046951,950143,0.750000
6017197,970246,0.800000
7006034,988837,0.850000
8000165,994131,0.900000
8999232,999067,0.950000
9998244,999012,1.000000
1,1,0.000000
232,231,0.050000
1331,1099,0.100000
5877,4546,0.150000
17877,12000,0.200000
44655,26778,0.250000
95332,50677,0.300000
186482,91150,0.350000
338546,152064,0.400000
585980,247434,0.450000
982953,396973,0.500000
1585963,603010,0.550000
2342413,756450,0.600000
3185318,842905,0.650000
4092157,906839,0.700000
5046383,954226,0.750000
6016947,970564,0.800000
7005486,988539,0.850000
8002148,996662,0.900000
8998888,996740,0.950000
9998244,999356,1.000000
1,1,0.000000
237,236,0.050000
1316,1079,0.100000
5816,4500,0.150000
18024,12208,0.200000
44671,26647,0.250000
95665,50994,0.300000
186944,91279,0.350000
338809,151865,0.400000
587121,248312,0.450000
984118,396997,0.500000
1588549,604431,0.550000
2340538,751989,0.600000
3190146,849608,0.650000
4093789,903643,0.700000
5045749,951960,0.750000
6015227,969478,0.800000
7004907,989680,0.850000
8000124,995217,0.900000
8998783,998659,0.950000
9998244,999461,1.000000
1,1,0.000000
204,203,0.050000
1356,1152,0.100000
5882,4526,0.150000
17915,12033,0.200000
44285,26370,0.250000
95894,51609,0.300000
186135,90241,0.350000
337311,151176,0.400000
586748,249437,0.450000
982852,396104,0.500000
1586855,604003,0.550000
2339548,752693,0.600000
3185360,845812,0.650000
4094764,909404,0.700000
5043602,948838,0.750000
6020075,976473,0.800000
7006157,986082,0.850000
8000472,994315,0.900000
8999263,998791,0.950000
9998244,998981,1.000000
1,1,0.000000
228,227,0.050000
1354,1126,0.100000
5697,4343,0.150000
17954,12257,0.200000
44319,26365,0.250000
95859,51540,0.300000
186990,91131,0.350000
340105,153115,0.400000
588550,248445,0.450000
980723,392173,0.500000
1587514,606791,0.550000
2339375,751861,0.600000
3188014,848639,0.650000
4094248,906234,0.700000
5043878,949630,0.750000
6020754,976876,0.800000
7003533,982779,0.850000
8002014,998481,0.900000
8999250,997236,0.950000
9998244,998994,1.000000
1,1,0.000000
245,244,0.050000
1356,1111,0.100000
5670,4314,0.150000
17808,12138,0.200000
44248,26440,0.250000
95475,51227,0.300000
186705,91230,0.350000
339116,152411,0.400000
586551,247435,0.450000
983308,396757,0.500000
1587769,604461,0.550000
2341130,753361,0.600000
3190218,849088,0.650000
4094254,904036,0.700000
5042721,948467,0.750000
6016308,973587,0.800000
7005437,989129,0.850000
8001846,996409,0.900000
8997755,995909,0.950000
9998244,1000489,1.000000
1,1,0.000000
220,219,0.050000
1364,1144,0.100000
5808,4444,0.150000
17757,11949,0.200000
44514,26757,0.250000
95506,50992,0.300000
187441,91935,0.350000
338803,151362,0.400000
587407,248604,0.450000
983815,396408,0.500000
1588331,604516,0.550000
2339565,751234,0.600000
3184645,845080,0.650000
4097466,912821,0.700000
5044091,946625,0.750000
6014131,970040,0.800000
7004883,990752,0.850000
7999500,994617,0.900000
9000964,1001464,0.950000
9998244,997280,1.000000
1,1,0.000000
241,240,0.050000
1400,1159,0.100000
5728,4328,0.150000
17813,12085,0.200000
44484,26671,0.250000
95937,51453,0.300000
186939,91002,0.350000
337951,151012,0.400000
587535,249584,0.450000
983947,396412,0.500000
1588434,604487,0.550000
2340301,751867,0.600000
3188240,847939,0.650000
4096353,908113,0.700000
5045372,949019,0.750000
6018703,973331,0.800000
7005066,986363,0.850000
7999364,994298,0.900000
8998646,999282,0.950000
9998244,999598,1.000000
1,1,0.000000
214,213,0.050000
1295,1081,0.100000
5808,4513,0.150000
17993,12185,0.200000
44453,26460,0.250000
95793,51340,0.300000
186535,90742,0.350000
338595,152060,0.400000
588051,249456,0.450000
982227,394176,0.500000
1585853,603626,0.550000
2339718,753865,0.600000
3186626,846908,0.650000
4097369,910743,0.700000
5041800,944431,0.750000
6013597,971797,0.800000
7004223,990626,0.850000
8001766,997543,0.900000
8996957,995191,0.950000
9998244,1001287,1.000000
1,1,0.000000
203,202,0.050000
1430,1227,0.100000
5839,4409,0.150000
17918,12079,0.200000
44192,26274,0.250000
95360,51168,0.300000
185681,90321,0.350000
339413,153732,0.400000
585840,246427,0.450000
983654,397814,0.500000
1588508,604854,0.550000
2338941,750433,0.600000
3187560,848619,0.650000
4093730,906170,0.700000
5044312,950582,0.750000
6016173,971861,0.800000
7004386,988213,0.850000
8000633,996247,0.900000
8999839,999206,0.950000
9998244,998405,1.000000
1,1,0.000000
232,231,0.050000
1321,1089,0.100000
5847,4526,0.150000
17588,11741,0.200000
44418,26830,0.250000
95842,51424,0.300000
185929,90087,0.350000
338740,152811,0.400000
587140,248400,0.450000
983876,396736,0.500000
1585621,601745,0.550000
2338286,752665,0.600000
3186634,848348,0.650000
4095557,908923,0.700000
5046796,951239,0.750000
6018561,971765,0.800000
7005049,986488,0.850000
7998977,993928,0.900000
8997899,998922,0.950000
9998244,1000345,1.000000
1,1,0.000000
233,232,0.050000
1354,1121,0.100000
5733,4379,0.150000
17799,12066,0.200000
44787,26988,0.250000
95653,50866,0.300000
186346,90693,0.350000
339330,152984,0.400000
586726,247396,0.450000
985336,398610,0.500000
1586767,601431,0.550000
2343368,756601,0.600000
3185380,842012,0.650000
4098086,912706,0.700000
5041968,943882,0.750000
6017319,975351,0.800000
7003919,986600,0.850000
7998741,994822,0.900000
8998422,999681,0.950000
9998244,999822,1.000000
1,1,0.000000
235,234,0.050000
1370,1135,0.100000
5883,4513,0.150000
17829,11946,0.200000
44532,26703,0.250000
95912,51380,0.300000
186045,90133,0.350000
338965,152920,0.400000
587897,248932,0.450000
983662,395765,0.500000
1588209,604547,0.550000
2341561,753352,0.600000
3186591,845030,0.650000
4095239,908648,0.700000
5044568,949329,0.750000
6018054,973486,0.800000
7005200,987146,0.850000
8001454,996254,0.900000
8998554,997100,0.950000
9998244,999690,1.000000
1,1,0.000000
220,219,0.050000
1365,1145,0.100000
5812,4447,0.150000
17795,11983,0.200000
44478,26683,0.250000
95798,51320,0.300000
186636,90838,0.350000
340197,153561,0.400000
586438,246241,0.450000
984037,397599,0.500000
1590336,606299,0.550000
2338830,748494,0.600000
3187218,848388,0.650000
4099529,912311,0.700000
5043657,944128,0.750000
6015240,971583,0.800000
7005840,990600,0.850000
7999443,993603,0.900000
8998822,999379,0.950000
9998244,999422,1.000000
1,1,0.000000
222,221,0.050000
1313,1091,0.100000
5792,4479,0.150000
18021,12229,0.200000
44263,26242,0.250000
95586,51323,0.300000
186854,91268,0.350000
338724,151870,0.400000
585335,246611,0.450000
981745,396410,0.500000
1586025,604280,0.550000
2339793,753768,0.600000
3184300,844507,0.650000
4099912,915612,0.700000
5042896,942984,0.750000
6015682,972786,0.800000
7004811,989129,0.850000
8000908,996097,0.900000
8999199,998291,0.950000
9998244,999045,1.000000
1,1,0.000000
246,245,0.050000
1365,1119,0.100000
5693,4328,0.150000
17674,11981,0.200000
44536,26862,0.250000
95886,51350,0.300000
187111,91225,0.350000
337961,150850,0.400000
587033,249072,0.450000
984696,397663,0.500000
1586418,601722,0.550000
2339489,753071,0.600000
3185191,845702,0.650000
4095183,909992,0.700000
5041611,946428,0.750000
6017615,976004,0.800000
7005497,987882,0.850000
8000612,995115,0.900000
8997539,996927,0.950000
9998244,1000705,1.000000
1,1,0.000000
247,246,0.050000
1315,1068,0.100000
5925,4610,0.150000
17849,11924,0.200000
44504,26655,0.250000
95028,50524,0.300000
187253,92225,0.350000
338075,150822,0.400000
586404,248329,0.450000
982066,395662,0.500000
1587922,605856,0.550000
2340631,752709,0.600000
3188260,847629,0.650000
4096833,908573,0.700000
5043873,947040,0.750000
6018626,974753,0.800000
7005587,986961,0.850000
7999609,994022,0.900000
8997748,998139,0.950000
9998244,1000496,1.000000
1,1,0.000000
195,194,0.050000
1347,1152,0.100000
5773,4426,0.150000
18003,12230,0.200000
44404,26401,0.250000
95685,51281,0.300000
186394,90709,0.350000
339169,152775,0.400000
585262,246093,0.450000
982546,397284,0.500000
1587335,604789,0.550000
2340946,753611,0.600000
3185950,845004,0.650000
4099519,913569,0.700000
5044903,945384,0.750000
6015786,970883,0.800000
7007525,991739,0.850000
8002557,995032,0.900000
8999555,996998,0.950000
9998244,998689,1.000000
1,1,0.000000
232,231,0.050000
1348,1116,0.100000
5616,4268,0.150000
17692,12076,0.200000
44578,26886,0.250000
95622,51044,0.300000
186767,91145,0.350000
338369,151602,0.400000
588701,250332,0.450000
982367,393666,0.500000
1586251,603884,0.550000
2341563,755312,0.600000
3189165,847602,0.650000
4095981,906816,0.700000
5044491,948510,0.750000
6018600,974109,0.800000
7003152,984552,0.850000
7998650,995498,0.900000
9000478,1001828,0.950000
9998244,997766,1.000000
1,1,0.000000
194,193,0.050000
1371,1177,0.100000
5764,4393,0.150000
17965,12201,0.200000
44486,26521,0.250000
96210,51724,0.300000
186494,90284,0.350000
339247,152753,0.400000
586614,247367,0.450000
986101,399487,0.500000
1585694,599593,0.550000
2334818,749124,0.600000
3187456,852638,0.650000
4092853,905397,0.700000
5044038,951185,0.750000
6019143,975105,0.800000
7007045,987902,0.850000
7999570,992525,0.900000
8997951,998381,0.950000
9998244,1000293,1.000000
1,1,0.000000
204,203,0.050000
1357,1153,0.100000
5713,4356,0.150000
18040,12327,0.200000
44787,26747,0.250000
95335,50548,0.300000
186217,90882,0.350000
340163,153946,0.400000
587332,247169,0.450000
984799,397467,0.500000
1588922,604123,0.550000
2339000,750078,0.600000
3184577,845577,0.650000
4096875,912298,0.700000
5042991,946116,0.750000
6016117,973126,0.800000
7001505,985388,0.850000
8000185,998680,0.900000
9000069,999884,0.950000
9998244,998175,1.000000
1,1,0.000000
222,221,0.050000
1387,1165,0.100000
5629,4242,0.150000
18007,12378,0.200000
44589,26582,0.250000
95626,51037,0.300000
186899,91273,0.350000
338561,151662,0.400000
585977,247416,0.450000
983726,397749,0.500000
1583737,600011,0.550000
2337300,753563,0.600000
3185307,848007,0.650000
4096614,911307,0.700000
5045215,948601,0.750000
6018958,973743,0.800000
7005046,986088,0.850000
8000001,994955,0.900000
9000549,1000548,0.950000
9998244,997695,1.000000
1,1,0.000000
192,191,0.050000
1367,1175,0.100000
5723,4356,0.150000
17947,12224,0.200000
44339,26392,0.250000
95196,50857,0.300000
186481,91285,0.350000
340275,153794,0.400000
587162,246887,0.450000
982226,395064,0.500000
1587230,605004,0.550000
2339850,752620,0.600000
3185642,845792,0.650000
4096056,910414,0.700000
5043846,947790,0.750000
6021026,977180,0.800000
7004462,983436,0.850000
8002203,997741,0.900000
9000131,997928,0.950000
9998244,998113,1.000000
1,1,0.000000
238,237,0.050000
1422,1184,0.100000
5814,4392,0.150000
17808,11994,0.200000
44429,26621,0.250000
95473,51044,0.300000
186584,91111,0.350000
338388,151804,0.400000
586468,248080,0.450000
985205,398737,0.500000
1590405,605200,0.550000
2338736,748331,0.600000
3188343,849607,0.650000
4095497,907154,0.700000
5045883,950386,0.750000
6019500,973617,0.800000
7005525,986025,0.850000
7999221,993696,0.900000
8999807,1000586,0.950000
9998244,998437,1.000000
1,1,0.000000
204,203,0.050000
1379,1175,0.100000
5873,4494,0.150000
17984,12111,0.200000
44319,26335,0.250000
95755,51436,0.300000
186822,91067,0.350000
340640,153818,0.400000
586236,245596,0.450000
983800,397564,0.500000
1585176,601376,0.550000
2342116,756940,0.600000
3187442,845326,0.650000
4092809,905367,0.700000
5043873,951064,0.750000
6015002,971129,0.800000
7005389,990387,0.850000
8000869,995480,0.900000
