components,difference,q
6289,6289,0.000000
6289,0,0.050000
6289,0,0.100000
6291,2,0.150000
6299,8,0.200000
6297,-2,0.250000
6304,7,0.300000
6301,-3,0.350000
6306,5,0.400000
6301,-5,0.450000
6308,7,0.500000
6313,5,0.550000
6328,15,0.600000
6339,11,0.650000
6343,4,0.700000
6350,7,0.750000
6361,11,0.800000
6396,35,0.850000
6448,52,0.900000
6545,97,0.950000
10000,3455,1.000000
6299,6299,0.000000
6299,0,0.050000
6306,7,0.100000
6304,-2,0.150000
6306,2,0.200000
6307,1,0.250000
6308,1,0.300000
6309,1,0.350000
6314,5,0.400000
6315,1,0.450000
6317,2,0.500000
6323,6,0.550000
6327,4,0.600000
6338,11,0.650000
6333,-5,0.700000
6346,13,0.750000
6384,38,0.800000
6387,3,0.850000
6443,56,0.900000
6540,97,0.950000
10000,3460,1.000000
6218,6218,0.000000
6220,2,0.050000
6221,1,0.100000
6220,-1,0.150000
6222,2,0.200000
6227,5,0.250000
6228,1,0.300000
6222,-6,0.350000
6224,2,0.400000
6235,11,0.450000
6241,6,0.500000
6250,9,0.550000
6249,-1,0.600000
6257,8,0.650000
6268,11,0.700000
6296,28,0.750000
6310,14,0.800000
6330,20,0.850000
6387,57,0.900000
6487,100,0.950000
10000,3513,1.000000
6172,6172,0.000000
6179,7,0.050000
6178,-1,0.100000
6188,10,0.150000
6195,7,0.200000
6208,13,0.250000
6202,-6,0.300000
6206,4,0.350000
6229,23,0.400000
6209,-20,0.450000
6229,20,0.500000
6241,12,0.550000
6241,0,0.600000
6254,13,0.650000
6257,3,0.700000
6284,27,0.750000
6298,14,0.800000
6318,20,0.850000
6331,13,0.900000
6432,101,0.950000
10000,3568,1.000000
6271,6271,0.000000
6271,0,0.050000
6274,3,0.100000
6273,-1,0.150000
6279,6,0.200000
6276,-3,0.250000
6277,1,0.300000
6282,5,0.350000
6279,-3,0.400000
6281,2,0.450000
6282,1,0.500000
6287,5,0.550000
6299,12,0.600000
6289,-10,0.650000
6302,13,0.700000
6306,4,0.750000
6316,10,0.800000
6334,18,0.850000
6373,39,0.900000
6443,70,0.950000
10000,3557,1.000000
6289,6289,0.000000
6290,1,0.050000
6291,1,0.100000
6295,4,0.150000
6293,-2,0.200000
6293,0,0.250000
6303,10,0.300000
6306,3,0.350000
6305,-1,0.400000
6313,8,0.450000
6314,1,0.500000
6327,13,0.550000
6328,1,0.600000
6343,15,0.650000
6368,25,0.700000
6373,5,0.750000
6403,30,0.800000
6434,31,0.850000
6461,27,0.900000
6579,118,0.950000
10000,3421,1.000000
6267,6267,0.000000
6267,0,0.050000
6270,3,0.100000
6271,1,0.150000
6268,-3,0.200000
6275,7,0.250000
6278,3,0.300000
6278,0,0.350000
6281,3,0.400000
6284,3,0.450000
6293,9,0.500000
6287,-6,0.550000
6298,11,0.600000
6307,9,0.650000
6305,-2,0.700000
6333,28,0.750000
6337,4,0.800000
6357,20,0.850000
6405,48,0.900000
6496,91,0.950000
10000,3504,1.000000
6223,6223,0.000000
6223,0,0.050000
6225,2,0.100000
6223,-2,0.150000
6225,2,0.200000
6227,2,0.250000
6233,6,0.300000
6236,3,0.350000
6234,-2,0.400000
6234,0,0.450000
6238,4,0.500000
6246,8,0.550000
6253,7,0.600000
6260,7,0.650000
6282,22,0.700000
6276,-6,0.750000
6301,25,0.800000
6336,35,0.850000
6384,48,0.900000
6510,126,0.950000
10000,3490,1.000000
6283,6283,0.000000
6286,3,0.050000
6287,1,0.100000
6288,1,0.150000
6289,1,0.200000
6292,3,0.250000
6294,2,0.300000
6297,3,0.350000
6303,6,0.400000
6301,-2,0.450000
6306,5,0.500000
6311,5,0.550000
6324,13,0.600000
6335,11,0.650000
6340,5,0.700000
6345,5,0.750000
6367,22,0.800000
6379,12,0.850000
6429,50,0.900000
6543,114,0.950000
10000,3457,1.000000
6210,6210,0.000000
6212,2,0.050000
6211,-1,0.100000
6210,-1,0.150000
6220,10,0.200000
6219,-1,0.250000
6219,0,0.300000
6226,7,0.350000
6223,-3,0.400000
6229,6,0.450000
6236,7,0.500000
6244,8,0.550000
6245,1,0.600000
6257,12,0.650000
6271,14,0.700000
6272,1,0.750000
6288,16,0.800000
6325,37,0.850000
6355,30,0.900000
6464,109,0.950000
10000,3536,1.000000
6286,6286,0.000000
6288,2,0.050000
6292,4,0.100000
6300,8,0.150000
6295,-5,0.200000
6301,6,0.250000
6303,2,0.300000
6306,3,0.350000
6306,0,0.400000
6315,9,0.450000
6319,4,0.500000
6329,10,0.550000
6341,12,0.600000
6347,6,0.650000
6347,0,0.700000
6387,40,0.750000
6399,12,0.800000
6421,22,0.850000
6474,53,0.900000
6575,101,0.950000
10000,3425,1.000000
6343,6343,0.000000
6346,3,0.050000
6346,0,0.100000
6352,6,0.150000
6355,3,0.200000
6353,-2,0.250000
6366,13,0.300000
6366,0,0.350000
6375,9,0.400000
6378,3,0.450000
6382,4,0.500000
6388,6,0.550000
6394,6,0.600000
6410,16,0.650000
6405,-5,0.700000
6422,17,0.750000
6445,23,0.800000
6475,30,0.850000
