components,difference,q
9942,9942,0.000000
9943,1,0.050000
9942,-1,0.100000
9943,1,0.150000
9942,-1,0.200000
9942,0,0.250000
9942,0,0.300000
9943,1,0.350000
9945,2,0.400000
9946,1,0.450000
9945,-1,0.500000
9944,-1,0.550000
9947,3,0.600000
9947,0,0.650000
9948,1,0.700000
9950,2,0.750000
9952,2,0.800000
9957,5,0.850000
9960,3,0.900000
9972,12,0.950000
10000,28,1.000000
9955,9955,0.000000
9955,0,0.050000
9955,0,0.100000
9956,1,0.150000
9957,1,0.200000
9957,0,0.250000
9957,0,0.300000
9957,0,0.350000
9957,0,0.400000
9957,0,0.450000
9960,3,0.500000
9960,0,0.550000
9962,2,0.600000
9959,-3,0.650000
9962,3,0.700000
9964,2,0.750000
9962,-2,0.800000
9965,3,0.850000
9973,8,0.900000
9990,17,0.950000
10000,10,1.000000
9939,9939,0.000000
9940,1,0.050000
9940,0,0.100000
9940,0,0.150000
9940,0,0.200000
9940,0,0.250000
9941,1,0.300000
9941,0,0.350000
9941,0,0.400000
9943,2,0.450000
9945,2,0.500000
9948,3,0.550000
9943,-5,0.600000
9947,4,0.650000
9944,-3,0.700000
9952,8,0.750000
9948,-4,0.800000
9954,6,0.850000
9956,2,0.900000
9974,18,0.950000
10000,26,1.000000
9922,9922,0.000000
9923,1,0.050000
9924,1,0.100000
9922,-2,0.150000
9923,1,0.200000
9924,1,0.250000
9926,2,0.300000
9927,1,0.350000
9924,-3,0.400000
9928,4,0.450000
9931,3,0.500000
9928,-3,0.550000
9931,3,0.600000
9934,3,0.650000
9930,-4,0.700000
9935,5,0.750000
9942,7,0.800000
9947,5,0.850000
9947,0,0.900000
9966,19,0.950000
10000,34,1.000000
9944,9944,0.000000
9945,1,0.050000
9945,0,0.100000
9945,0,0.150000
9946,1,0.200000
9945,-1,0.250000
9945,0,0.300000
9946,1,0.350000
9944,-2,0.400000
9948,4,0.450000
9946,-2,0.500000
9951,5,0.550000
9950,-1,0.600000
9952,2,0.650000
9951,-1,0.700000
9953,2,0.750000
9957,4,0.800000
9966,9,0.850000
9972,6,0.900000
9978,6,0.950000
10000,22,1.000000
9943,9943,0.000000
9943,0,0.050000
9945,2,0.100000
9943,-2,0.150000
9944,1,0.200000
9944,0,0.250000
9946,2,0.300000
9945,-1,0.350000
9946,1,0.400000
9950,4,0.450000
9946,-4,0.500000
9949,3,0.550000
9949,0,0.600000
9954,5,0.650000
9953,-1,0.700000
9954,1,0.750000
9956,2,0.800000
9960,4,0.850000
9962,2,0.900000
9977,15,0.950000
10000,23,1.000000
9930,9930,0.000000
9930,0,0.050000
9930,0,0.100000
9930,0,0.150000
9931,1,0.200000
9931,0,0.250000
9930,-1,0.300000
9933,3,0.350000
9934,1,0.400000
9934,0,0.450000
9937,3,0.500000
9935,-2,0.550000
